kplr010596883 contact
kplr010600540 dSct
kplr010602324 rot
kplr010604429 dSct
kplr010609641 dSct
kplr010614359 nonvar
kplr010615125 dSct
kplr010618095 nonvar
kplr010619506 contact
kplr010658802 dSct
kplr010659654 dSct
kplr010669264 nonvar
kplr010669944 rot
kplr010676246 gDor
kplr010678849 nonvar
kplr010679607 gDor
kplr010686752 dSct
kplr010686876 detached
kplr010727717 dSct
kplr010729645 dSct
kplr010730838 rot
kplr010732243 rot
kplr010732638 dSct
kplr010741920 dSct
kplr010745065 nonvar
kplr010747093 gDor
kplr010751359 nonvar
kplr010777903 dSct
kplr010779831 nonvar
kplr010788451 dSct
kplr010789273 RRLyr
kplr010797126 contact
kplr010801714 dSct
kplr010812657 gDor
kplr010818266 gDor
kplr010818544 contact
kplr010851035 gDor
kplr010853783 dSct
kplr010855535 contact
kplr010861842 contact
kplr010864265 nonvar
kplr010905824 contact
kplr010909274 detached
kplr010916675 contact
kplr010927319 rot
kplr010931800 gDor
kplr010933083 rot
kplr010933861 gDor
kplr010973576 nonvar
kplr010974303 nonvar
kplr010978144 nonvar
kplr010979300 nonvar
kplr010979669 contact
kplr010987439 detached
kplr010990452 dSct
kplr010991769 contact
kplr011026045 dSct
kplr011026436 nonvar
kplr011031719 nonvar
kplr011031728 nonvar
kplr011032274 rot
kplr011032600 gDor
kplr011036440 dSct
kplr011037105 rot
kplr011037566 rot
kplr011042923 contact
kplr011044384 dSct
kplr011044547 dSct
kplr011071207 detached
kplr011071635 rot
kplr011081053 gDor
kplr011084782 contact
kplr011092638 gDor
kplr011097678 contact
kplr011098975 rot
kplr011099351 detached
kplr011100522 dSct
kplr011136335 rot
kplr011139816 rot
kplr011144556 contact
kplr011152649 dSct
kplr011175316 dSct
kplr011183259 dSct
kplr011191210 rot
kplr011194055 gDor
kplr011196370 gDor
kplr011198914 nonvar
kplr011204904 nonvar
kplr003861094 gDor
kplr003861139 dSct
kplr003862244 dSct
kplr003864417 dSct
kplr003864443 RRLyr
kplr003866709 RRLyr
kplr003866714 gDor
kplr003867256 dSct
kplr003867593 detached
kplr003868420 RRLyr
kplr011240612 nonvar
kplr011247355 rot
kplr011247386 contact
kplr011251780 rot
kplr011252636 nonvar
kplr011255667 contact
kplr011284227 contact
kplr011285625 detached
kplr011295347 contact
kplr011296045 rot
kplr011302627 dSct
kplr011303352 rot
kplr011303526 contact
kplr011309335 dSct
kplr011338865 contact
kplr011347657 nonvar
kplr011401284 rot
kplr011402381 contact
kplr011402528 nonvar
kplr011404758 contact
kplr011409673 rot
kplr011409698 detached
kplr011410485 contact
kplr011411013 rot
kplr011411624 rot
kplr011415556 dSct
kplr011441652 gDor
kplr011447606 rot
kplr011447953 contact
kplr011454593 gDor
kplr011457726 rot
kplr011464245 dSct
kplr011495781 contact
kplr011508587 gDor
kplr011509282 contact
kplr011513155 dSct
kplr011515292 contact
kplr011520310 gDor
kplr011559655 nonvar
kplr011566601 nonvar
kplr011571409 gDor
kplr011572046 dSct
kplr011572490 nonvar
kplr011572666 dSct
kplr011612091 contact
kplr011619202 dSct
kplr011620172 rot
kplr011622303 nonvar
kplr011650071 nonvar
kplr011656928 rot
kplr011666104 dSct
kplr011668783 gDor
kplr011710462 dSct
kplr011717240 dSct
kplr011721304 gDor
kplr011723372 nonvar
kplr011770077 nonvar
kplr011770258 dSct
kplr011772543 rot
kplr011775251 gDor
kplr011775354 dSct
kplr011802860 RRLyr
kplr011809179 dSct
kplr011817750 detached
kplr011819079 gDor
kplr011823661 dSct
kplr011825204 contact
kplr011826400 detached
kplr011854129 rot
kplr011858293 dSct
kplr011861260 gDor
kplr011872848 dSct
kplr011874676 dSct
kplr011874898 gDor
kplr011875706 contact
kplr011907454 gDor
kplr011909497 dSct
kplr011910642 dSct
kplr011913071 detached
kplr011913365 nonvar
kplr011920505 gDor
kplr011920541 rot
kplr011923784 gDor
kplr011923819 detached
kplr011924025 dSct
kplr011924311 contact
kplr011958537 nonvar
kplr011963007 rot
kplr011967004 detached
kplr011973921 nonvar
kplr012007057 rot
kplr012016304 contact
kplr012016662 rot
kplr012017894 gDor
kplr012018834 gDor
kplr012020590 dSct
kplr012022967 nonvar
kplr012023037 rot
kplr012053823 nonvar
kplr012055014 contact
kplr003869698 nonvar
kplr003941283 dSct
kplr003958488 contact
kplr003966357 gDor
kplr003968961 dSct
kplr003969362 contact
kplr003969800 dSct
kplr003972229 rot
kplr003972467 gDor
kplr004048494 dSct
kplr012059158 contact
kplr012066279 nonvar
kplr012066630 contact
kplr012067065 nonvar
kplr012073334 dSct
kplr012104951 rot
kplr012105259 gDor
kplr012105278 gDor
kplr012115732 rot
kplr012116955 rot
kplr012119305 nonvar
kplr012121099 nonvar
kplr012155928 RRLyr
kplr012159612 rot
kplr012159760 rot
kplr012164634 detached
kplr012167361 detached
kplr012169946 nonvar
kplr012206826 rot
kplr012214946 nonvar
kplr012217278 rot
kplr012267718 contact
kplr012365420 dSct
kplr012402266 rot
kplr012405950 detached
kplr012454937 rot
kplr012508348 contact
kplr012554324 nonvar
kplr012643786 gDor
kplr012736056 dSct
kplr012934846 gDor
kplr004050047 gDor
kplr004055765 detached
kplr004058206 gDor
kplr004064484 RRLyr
kplr004066202 rot
kplr004069871 nonvar
kplr004076350 gDor
kplr004077678 gDor
kplr004138848 dSct
kplr004141670 dSct
kplr004144236 detached
kplr004145040 rot
kplr004169521 contact
kplr004171580 dSct
kplr004174472 dSct
kplr004179606 rot
kplr004243461 dSct
kplr004243984 dSct
kplr004252757 dSct
kplr004254741 dSct
kplr004263127 dSct
kplr004269712 nonvar
kplr004270042 nonvar
kplr004271930 dSct
kplr004273411 contact
kplr004276164 rot
kplr004278083 gDor
kplr004285040 gDor
kplr004366913 dSct
kplr004370855 gDor
kplr004371764 nonvar
kplr004380307 nonvar
kplr004381221 dSct
kplr004381649 dSct
kplr004383117 dSct
kplr004383955 dSct
kplr004386091 dSct
kplr004446044 rot
kplr004447461 dSct
kplr004448157 gDor
kplr004451148 contact
kplr004457620 rot
kplr004458172 dSct
kplr004458989 contact
kplr004481004 gDor
kplr004483943 gDor
kplr004484128 RRLyr
kplr004484271 dSct
kplr004488796 dSct
kplr004544587 detached
kplr004547308 contact
kplr004547348 gDor
kplr004550750 contact
kplr004555535 rot
kplr004566474 gDor
kplr004566498 gDor
kplr004575908 dSct
kplr004580484 dSct
kplr004638879 rot
kplr004641555 dSct
kplr004649476 dSct
kplr004650563 gDor
kplr004650733 nonvar
kplr004661223 gDor
kplr004661660 dSct
kplr004662336 dSct
kplr004668779 nonvar
kplr004672176 gDor
kplr004737302 detached
kplr004737720 dSct
kplr002303365 dSct
kplr002310284 gDor
kplr002442118 nonvar
kplr002450566 contact
kplr002452697 nonvar
kplr002453212 contact
kplr002554867 dSct
kplr002556505 nonvar
kplr002569516 nonvar
kplr002570760 dSct
kplr004740676 detached
kplr004755231 nonvar
kplr004755510 gDor
kplr004756040 dSct
kplr004756716 rot
kplr004758316 gDor
kplr004761183 gDor
kplr004762887 contact
kplr004763381 dSct
kplr004824942 rot
kplr004846809 gDor
kplr004847371 dSct
kplr004848216 dSct
kplr004850874 contact
kplr004852825 nonvar
kplr004859790 gDor
kplr004860458 gDor
kplr004863077 dSct
kplr004927734 nonvar
kplr004927985 dSct
kplr004931073 detached
kplr004932588 nonvar
kplr004932691 detached
kplr004937143 detached
kplr004945346 dSct
kplr004946049 nonvar
kplr004947528 contact
kplr004949187 rot
kplr004949770 contact
kplr004950985 dSct
kplr004952259 rot
kplr004952608 gDor
kplr004953372 nonvar
kplr004999357 contact
kplr005000456 gDor
kplr005006208 rot
kplr005010302 rot
kplr005019234 dSct
kplr005019263 gDor
kplr005021374 gDor
kplr005023338 dSct
kplr005036493 dSct
kplr005037710 gDor
kplr005038548 gDor
kplr005042785 dSct
kplr005042993 gDor
kplr005092684 gDor
kplr005105754 gDor
kplr005111807 nonvar
kplr005112232 nonvar
kplr005113053 detached
kplr005113557 dSct
kplr005121907 nonvar
kplr005123176 contact
kplr005176531 dSct
kplr005176912 rot
kplr005179328 rot
kplr005179602 gDor
kplr005184253 nonvar
kplr005185032 dSct
kplr005193832 nonvar
kplr005197256 contact
kplr005198934 contact
kplr005206767 dSct
kplr005209712 dSct
kplr005210153 gDor
kplr005211385 contact
kplr005263802 detached
kplr005264818 contact
kplr005271803 gDor
kplr005272524 gDor
kplr005272673 dSct
kplr005283426 nonvar
kplr005284133 detached
kplr005287619 dSct
kplr005290466 nonvar
kplr005295005 dSct
kplr005298466 dSct
kplr005300094 gDor
kplr005301101 dSct
kplr005301537 gDor
kplr005302006 dSct
kplr005304456 nonvar
kplr005304819 dSct
kplr005304900 rot
kplr005309738 nonvar
kplr005310387 contact
kplr005347580 dSct
kplr005353374 contact
kplr005354508 rot
kplr005369419 contact
kplr005370431 gDor
kplr005371109 contact
kplr005371747 gDor
kplr005372077 gDor
kplr005375317 rot
kplr005376552 contact
kplr005381448 dSct
kplr005387183 gDor
kplr005389234 dSct
kplr002579906 dSct
kplr002580101 nonvar
kplr002584749 nonvar
kplr002696217 gDor
kplr002710594 gDor
kplr002718630 dSct
kplr002720354 detached
kplr002831632 contact
kplr002835811 rot
kplr002851474 contact
kplr005389947 nonvar
kplr005390694 gDor
kplr005390878 gDor
kplr005391338 dSct
kplr005391416 dSct
kplr005392089 gDor
kplr005395139 gDor
kplr005397516 dSct
kplr005435747 rot
kplr005439790 contact
kplr005450166 gDor
kplr005450503 gDor
kplr005458880 contact
kplr005459908 dSct
kplr005460604 gDor
kplr005466537 dSct
kplr005474427 dSct
kplr005475795 gDor
kplr005476273 dSct
kplr005480988 nonvar
kplr005520878 RRLyr
kplr005530881 detached
kplr005535061 contact
kplr005541836 dSct
kplr005544450 rot
kplr005544489 nonvar
kplr005560556 dSct
kplr005560691 dSct
kplr005562224 nonvar
kplr005563024 dSct
kplr005563056 nonvar
kplr005565486 detached
kplr005565700 gDor
kplr005567438 contact
kplr005607784 rot
kplr005613879 dSct
kplr005623538 gDor
kplr005638409 dSct
kplr005641605 dSct
kplr005645788 dSct
kplr005645888 dSct
kplr005703230 contact
kplr005703294 rot
kplr005705613 nonvar
kplr005706866 gDor
kplr005706988 gDor
kplr005708550 gDor
kplr005724435 rot
kplr005724810 dSct
kplr005725312 dSct
kplr005725443 dSct
kplr005727773 dSct
kplr005733384 contact
kplr005738127 dSct
kplr005781862 nonvar
kplr005783203 dSct
kplr005788363 rot
kplr005788623 gDor
kplr005801556 gDor
kplr005807616 dSct
kplr005809868 contact
kplr005812701 detached
kplr005817566 detached
kplr005820303 rot
kplr005821050 contact
kplr005865892 rot
kplr005872733 gDor
kplr005876689 nonvar
kplr005877758 gDor
kplr005879487 nonvar
kplr005879641 gDor
kplr005880352 dSct
kplr005880770 rot
kplr005881108 dSct
kplr005887357 rot
kplr005887502 rot
kplr005887983 gDor
kplr005892969 dSct
kplr005900574 dSct
kplr005904699 dSct
kplr005904928 dSct
kplr005956305 gDor
kplr005960899 dSct
kplr005961350 detached
kplr005963556 nonvar
kplr005964173 dSct
kplr005964745 nonvar
kplr005977646 gDor
kplr005977736 contact
kplr005978295 dSct
kplr005978521 contact
kplr005980337 dSct
kplr005982378 dSct
kplr005985441 gDor
kplr005988465 contact
kplr005989856 dSct
kplr006032172 dSct
kplr006033704 rot
kplr006044459 nonvar
kplr006048255 gDor
kplr002854752 contact
kplr002854795 nonvar
kplr002972005 dSct
kplr002974815 dSct
kplr002983113 contact
kplr002983764 rot
kplr002994888 dSct
kplr002998124 detached
kplr002998561 dSct
kplr003001695 gDor
kplr006049286 nonvar
kplr006063448 detached
kplr006070714 RRLyr
kplr006072195 contact
kplr006109688 detached
kplr006126012 gDor
kplr006130500 dSct
kplr006141503 dSct
kplr006143826 contact
kplr006213665 rot
kplr006220010 dSct
kplr006220470 detached
kplr006223646 contact
kplr006224312 dSct
kplr006225898 rot
kplr006229965 gDor
kplr006279388 dSct
kplr006284047 rot
kplr006286468 gDor
kplr006288034 rot
kplr006293045 gDor
kplr006294556 dSct
kplr006301287 nonvar
kplr006302051 contact
kplr006305644 rot
kplr006308793 nonvar
kplr006314475 dSct
kplr006356627 rot
kplr006362386 detached
kplr006366617 dSct
kplr006368222 dSct
kplr006370361 contact
kplr006370665 contact
kplr006371322 gDor
kplr006380164 rot
kplr006381517 gDor
kplr006384854 dSct
kplr006385342 gDor
kplr006386784 rot
kplr006390205 contact
kplr006432054 dSct
kplr006437719 rot
kplr006443538 rot
kplr006445601 dSct
kplr006446951 dSct
kplr006447430 contact
kplr006448362 dSct
kplr006448666 gDor
kplr006449358 detached
kplr006449382 nonvar
kplr006450934 nonvar
kplr006451160 gDor
kplr006451234 nonvar
kplr006451876 dSct
kplr006462057 contact
kplr006462423 rot
kplr006464938 dSct
kplr006467826 rot
kplr006470973 dSct
kplr006511019 dSct
kplr006520572 gDor
kplr006523504 rot
kplr006525382 nonvar
kplr006527799 rot
kplr006535103 nonvar
kplr006546327 dSct
kplr006548709 dSct
kplr006593353 nonvar
kplr006600734 nonvar
kplr006605944 nonvar
kplr006606234 rot
kplr006608242 nonvar
kplr006612353 dSct
kplr006614507 nonvar
kplr006635026 dSct
kplr006635493 dSct
kplr006677225 contact
kplr006681516 gDor
kplr006691169 nonvar
kplr006691244 dSct
kplr006692340 contact
kplr006694548 rot
kplr006694649 dSct
kplr006699037 rot
kplr006705833 rot
kplr006718549 nonvar
kplr006720889 dSct
kplr006721089 dSct
kplr006763132 RRLyr
kplr006763880 nonvar
kplr006764812 gDor
kplr006766748 detached
kplr006768142 nonvar
kplr006776957 nonvar
kplr006778113 gDor
kplr006778289 detached
kplr006782360 gDor
kplr006783365 nonvar
kplr006790055 rot
kplr006790335 dSct
kplr003103576 gDor
kplr003110687 rot
kplr003118952 nonvar
kplr003123830 rot
kplr003127996 gDor
kplr003219256 dSct
kplr003221077 gDor
kplr003221207 contact
kplr003222854 gDor
kplr003230028 nonvar
kplr006794131 contact
kplr006804592 nonvar
kplr006804821 dSct
kplr006848584 nonvar
kplr006849765 nonvar
kplr006854623 dSct
kplr006859403 rot
kplr006864276 gDor
kplr006865077 dSct
kplr006869740 gDor
kplr006871789 nonvar
kplr006877609 dSct
kplr006889235 detached
kplr006935101 dSct
kplr006936115 RRLyr
kplr006937123 dSct
kplr006939291 dSct
kplr006940150 gDor
kplr006946831 gDor
kplr006946985 rot
kplr006947064 dSct
kplr006947837 nonvar
kplr006953103 gDor
kplr006965789 dSct
kplr006975466 dSct
kplr007007103 gDor
kplr007019596 nonvar
kplr007020707 dSct
kplr007021890 dSct
kplr007023122 gDor
kplr007025708 gDor
kplr007031520 nonvar
kplr007035394 gDor
kplr007037319 contact
kplr007042069 nonvar
kplr007042140 nonvar
kplr007050378 gDor
kplr007060333 contact
kplr007090563 gDor
kplr007091476 contact
kplr007100918 rot
kplr007104789 rot
kplr007106205 dSct
kplr007109598 dSct
kplr007116560 nonvar
kplr007129635 rot
kplr007131497 rot
kplr007137351 gDor
kplr007138841 rot
kplr007173726 nonvar
kplr007176080 RRLyr
kplr007211991 gDor
kplr007217483 dSct
kplr007271892 dSct
kplr007285845 gDor
kplr007287118 dSct
kplr007288297 nonvar
kplr007297189 dSct
kplr007299869 dSct
kplr007300387 dSct
kplr007301640 dSct
kplr007304385 gDor
kplr007304911 contact
kplr007346160 rot
kplr007365537 gDor
kplr007366145 contact
kplr007367559 gDor
kplr007368960 dSct
kplr007369715 nonvar
kplr007373555 contact
kplr007375612 contact
kplr007377489 gDor
kplr007380501 gDor
kplr007385073 nonvar
kplr007385783 gDor
kplr007386431 gDor
kplr007387296 contact
kplr007448050 gDor
kplr007455553 detached
kplr007455752 gDor
kplr007467518 dSct
kplr007468196 gDor
kplr007501230 contact
kplr007505345 RRLyr
kplr007506164 contact
kplr007510225 nonvar
kplr007511416 rot
kplr007516345 contact
kplr007523733 contact
kplr007538181 gDor
kplr007538950 dSct
kplr007551589 gDor
kplr007583663 gDor
kplr007585445 dSct
kplr007596741 gDor
kplr007597269 gDor
kplr007598128 detached
kplr007616919 nonvar
kplr007618364 dSct
kplr007620664 contact
kplr003240316 gDor
kplr003240967 gDor
kplr003245451 nonvar
kplr003246460 rot
kplr003247039 dSct
kplr003248332 detached
kplr003323168 dSct
kplr003327980 detached
kplr003331147 gDor
kplr003339175 gDor
kplr007624753 dSct
kplr007630690 contact
kplr007661054 gDor
kplr007671028 rot
kplr007671081 RRLyr
kplr007672492 gDor
kplr007676610 contact
kplr007677005 detached
kplr007680591 nonvar
kplr007684873 detached
kplr007686918 contact
kplr007691618 gDor
kplr007699056 dSct
kplr007699478 gDor
kplr007700963 dSct
kplr007701947 gDor
kplr007733685 dSct
kplr007742534 RRLyr
kplr007742739 gDor
kplr007743788 rot
kplr007748113 contact
kplr007751691 rot
kplr007756853 dSct
kplr007757478 gDor
kplr007765585 dSct
kplr007765894 contact
kplr007767690 dSct
kplr007777435 dSct
kplr007810089 rot
kplr007815609 gDor
kplr007818959 nonvar
kplr007830460 contact
kplr007830684 dSct
kplr007833339 nonvar
kplr007834979 gDor
kplr007839003 gDor
kplr007839027 contact
kplr007841434 dSct
kplr007842286 dSct
kplr007842621 dSct
kplr007878396 dSct
kplr007884842 contact
kplr007889855 gDor
kplr007901718 dSct
kplr007911190 rot
kplr007915386 dSct
kplr007917014 dSct
kplr007917485 dSct
kplr007937475 gDor
kplr007943535 detached
kplr007947730 rot
kplr007950962 contact
kplr007954796 nonvar
kplr007968880 contact
kplr007968915 rot
kplr007977163 gDor
kplr008004558 dSct
kplr008019043 detached
kplr008024463 nonvar
kplr008025357 dSct
kplr008036432 nonvar
kplr008038609 dSct
kplr008039225 contact
kplr008045121 contact
kplr008046934 dSct
kplr008051642 nonvar
kplr008052164 nonvar
kplr008056638 nonvar
kplr008095321 rot
kplr008098300 detached
kplr008103917 dSct
kplr008110260 nonvar
kplr008112013 detached
kplr008120184 dSct
kplr008121586 dSct
kplr008122124 contact
kplr008123197 dSct
kplr008125229 gDor
kplr008125339 gDor
kplr008127495 gDor
kplr008149341 dSct
kplr008151014 rot
kplr008155291 dSct
kplr008155822 rot
kplr008164737 gDor
kplr008174306 dSct
kplr008177958 contact
kplr008180361 gDor
kplr008189196 contact
kplr008193315 detached
kplr008196006 dSct
kplr008196180 detached
kplr008196181 gDor
kplr008196903 dSct
kplr008197406 contact
kplr008197653 dSct
kplr008231231 contact
kplr008231525 gDor
kplr008240902 gDor
kplr008243263 detached
kplr003340161 rot
kplr003343854 gDor
kplr003345665 gDor
kplr003346195 dSct
kplr003347643 dSct
kplr003347798 rot
kplr003348714 gDor
kplr003352751 detached
kplr003425802 dSct
kplr003426991 dSct
kplr008243371 nonvar
kplr008245366 dSct
kplr008247608 gDor
kplr008248630 dSct
kplr008256621 dSct
kplr008257115 dSct
kplr008260967 rot
kplr008263821 nonvar
kplr008263940 contact
kplr008263970 gDor
kplr008264061 gDor
kplr008264534 contact
kplr008264565 gDor
kplr008264706 gDor
kplr008264824 dSct
kplr008265014 rot
kplr008265951 contact
kplr008289358 nonvar
kplr008291886 nonvar
kplr008292150 dSct
kplr008301013 detached
kplr008310243 dSct
kplr008311304 dSct
kplr008314525 dSct
kplr008316105 gDor
kplr008316195 dSct
kplr008321604 dSct
kplr008321903 gDor
kplr008322243 dSct
kplr008329629 dSct
kplr008330056 gDor
kplr008330092 contact
kplr008330222 gDor
kplr008331919 dSct
kplr008344381 RRLyr
kplr008352420 dSct
kplr008359671 dSct
kplr008364249 gDor
kplr008365118 rot
kplr008375138 gDor
kplr008376471 dSct
kplr008380389 dSct
kplr008382182 contact
kplr008382539 gDor
kplr008386865 contact
kplr008393999 rot
kplr008395203 dSct
kplr008397460 contact
kplr008410378 nonvar
kplr008420644 dSct
kplr008422756 gDor
kplr008427883 rot
kplr008429409 rot
kplr008429756 dSct
kplr008430210 contact
kplr008444802 dSct
kplr008450600 dSct
kplr008455436 nonvar
kplr008456728 dSct
kplr008457452 gDor
kplr008459354 dSct
kplr008488077 nonvar
kplr008488876 detached
kplr008489323 rot
kplr008491816 dSct
kplr008494783 rot
kplr008496820 contact
kplr008499639 dSct
kplr008504570 detached
kplr008506766 detached
kplr008510534 dSct
kplr008520436 dSct
kplr008523194 contact
kplr008525691 gDor
kplr008525805 gDor
kplr008526451 dSct
kplr008539720 contact
kplr008539850 contact
kplr008545456 contact
kplr008553907 detached
kplr008554005 contact
kplr008556233 dSct
kplr008559796 gDor
kplr008560861 detached
kplr008560867 dSct
kplr008565229 dSct
kplr008565831 nonvar
kplr008569819 detached
kplr008572324 dSct
kplr008573774 dSct
kplr008574652 dSct
kplr008580028 dSct
kplr008585135 rot
kplr008590553 dSct
kplr008611496 nonvar
kplr008621026 detached
kplr008626126 nonvar
kplr008630254 dSct
kplr008630712 gDor
kplr008640132 dSct
kplr003429637 dSct
kplr003431321 contact
kplr003437940 dSct
kplr003439031 detached
kplr003441414 gDor
kplr003443221 gDor
kplr003445468 gDor
kplr003448365 gDor
kplr003449357 nonvar
kplr003529242 dSct
kplr008646235 dSct
kplr008648866 dSct
kplr008651452 gDor
kplr008654097 contact
kplr008655712 dSct
kplr008671972 rot
kplr008685306 contact
kplr008693972 gDor
kplr008700506 detached
kplr008711548 detached
kplr008712174 gDor
kplr008717065 dSct
kplr008719419 gDor
kplr008739366 rot
kplr008750446 dSct
kplr008752068 nonvar
kplr008761309 dSct
kplr008772391 dSct
kplr008773961 dSct
kplr008777609 dSct
kplr008782561 dSct
kplr008782821 gDor
kplr008801343 detached
kplr008818205 rot
kplr008823868 detached
kplr008827407 dSct
kplr008827821 dSct
kplr008831687 rot
kplr008832417 RRLyr
kplr008869892 dSct
kplr008870902 nonvar
kplr008878681 detached
kplr008879349 nonvar
kplr008881697 dSct
kplr008890192 gDor
kplr008894630 contact
kplr008906294 dSct
kplr008907618 dSct
kplr008912730 dSct
kplr008912911 contact
kplr008913401 nonvar
kplr008956850 dSct
kplr008958670 contact
kplr008959745 dSct
kplr008962064 nonvar
kplr008964755 dSct
kplr008973529 gDor
kplr008975644 dSct
kplr008976187 dSct
kplr008977390 contact
kplr009001926 RRLyr
kplr009002076 contact
kplr009006945 rot
kplr009008969 nonvar
kplr009017929 dSct
kplr009020157 gDor
kplr009020199 dSct
kplr009027328 gDor
kplr009030817 contact
kplr009031731 gDor
kplr009048145 detached
kplr009050337 dSct
kplr009051716 contact
kplr009052883 rot
kplr009054553 dSct
kplr009073007 dSct
kplr009087034 rot
kplr009092303 contact
kplr009092897 dSct
kplr009095152 gDor
kplr009095849 rot
kplr009097070 nonvar
kplr009098129 gDor
kplr009108579 contact
kplr009108615 dSct
kplr009118716 dSct
kplr009137447 dSct
kplr009138872 dSct
kplr009150012 gDor
kplr009152994 gDor
kplr009172981 dSct
kplr009178502 dSct
kplr009182355 rot
kplr009201644 dSct
kplr009207344 dSct
kplr009210037 dSct
kplr009217077 nonvar
kplr009220292 nonvar
kplr009226081 dSct
kplr009226540 gDor
kplr009227619 rot
kplr009229342 dSct
kplr009236858 detached
kplr009239211 dSct
kplr009265050 dSct
kplr009267042 dSct
kplr009272082 nonvar
kplr009278021 detached
kplr009288175 contact
kplr009288444 dSct
kplr003533854 gDor
kplr003539153 gDor
kplr003542167 nonvar
kplr003542566 dSct
kplr003554211 rot
kplr003558145 dSct
kplr003559933 gDor
kplr003561257 nonvar
kplr003626325 gDor
kplr003648936 gDor
kplr009304409 dSct
kplr009304923 dSct
kplr009324334 dSct
kplr009331207 dSct
kplr009344623 detached
kplr009350686 gDor
kplr009350889 contact
kplr009352097 nonvar
kplr009353234 contact
kplr009365025 contact
kplr009367382 dSct
kplr009392682 contact
kplr009395246 dSct
kplr009397900 nonvar
kplr009402791 rot
kplr009407745 gDor
kplr009415300 dSct
kplr009418619 detached
kplr009419694 gDor
kplr009426071 detached
kplr009453114 RRLyr
kplr009453192 contact
kplr009456389 gDor
kplr009469599 gDor
kplr009473000 dSct
kplr009480977 contact
kplr009488426 dSct
kplr009489590 dSct
kplr009508655 RRLyr
kplr009530273 nonvar
kplr009532445 nonvar
kplr009532644 dSct
kplr009533483 gDor
kplr009549513 gDor
kplr009552608 detached
kplr009578617 nonvar
kplr009578833 RRLyr
kplr009579192 detached
